"","LHS","RHS","support","confidence","lift","count"
"20","{Chicago IL}","{ Pittsburgh PA}",4.99450604335231e-05,0.000711743772241993,14.2505338078292,1
"21","{ Memphis TN}","{ Birmingham AL}",4.99450604335231e-05,0.333333333333333,953.428571428571,1
"22","{ Birmingham AL}","{ Memphis TN}",4.99450604335231e-05,0.142857142857143,953.428571428571,1
"23","{ Memphis TN}","{ Nashville TN}",9.98901208670463e-05,0.666666666666667,1668.5,2
"24","{ Nashville TN}","{ Memphis TN}",9.98901208670463e-05,0.25,1668.5,2
"25","{ Memphis TN}","{ Atlanta GA}",0.000149835181300569,1,953.428571428571,3
"26","{ Atlanta GA}","{ Memphis TN}",0.000149835181300569,0.142857142857143,953.428571428571,3
"27","{ Memphis TN}","{Jacksonville FL}",0.000149835181300569,1,49.3152709359606,3
"28","{Jacksonville FL}","{ Memphis TN}",0.000149835181300569,0.00738916256157635,49.3152709359606,3
"29","{ Kansas City MO}","{ Lincoln NE}",4.99450604335231e-05,0.5,3337,1
"30","{ Lincoln NE}","{ Kansas City MO}",4.99450604335231e-05,0.333333333333333,3337,1
"31","{ Kansas City MO}","{ Omaha NE}",4.99450604335231e-05,0.5,3337,1
"32","{ Omaha NE}","{ Kansas City MO}",4.99450604335231e-05,0.333333333333333,3337,1
"33","{ Kansas City MO}","{ Wichita KS}",4.99450604335231e-05,0.5,1668.5,1
"34","{ Wichita KS}","{ Kansas City MO}",4.99450604335231e-05,0.166666666666667,1668.5,1
"35","{ Kansas City MO}","{ Tulsa OK}",4.99450604335231e-05,0.5,910.090909090909,1
"36","{ Tulsa OK}","{ Kansas City MO}",4.99450604335231e-05,0.0909090909090909,910.090909090909,1
"37","{ Kansas City MO}","{ Minneapolis MN}",4.99450604335231e-05,0.5,834.25,1
"38","{ Minneapolis MN}","{ Kansas City MO}",4.99450604335231e-05,0.0833333333333333,834.25,1
"39","{ Kansas City MO}","{ Saint Paul MN}",4.99450604335231e-05,0.5,770.076923076923,1
"40","{ Saint Paul MN}","{ Kansas City MO}",4.99450604335231e-05,0.0769230769230769,770.076923076923,1
"41","{ Kansas City MO}","{ Oklahoma City OK}",4.99450604335231e-05,0.5,286.028571428571,1
"42","{ Oklahoma City OK}","{ Kansas City MO}",4.99450604335231e-05,0.0285714285714286,286.028571428571,1
"43","{ Kansas City MO}","{ Madison WI}",4.99450604335231e-05,0.5,87.0521739130435,1
"44","{ Madison WI}","{ Kansas City MO}",4.99450604335231e-05,0.00869565217391304,87.0521739130435,1
"45","{ Kansas City MO}","{ Fort Worth TX}",4.99450604335231e-05,0.5,91.8440366972477,1
"46","{ Fort Worth TX}","{ Kansas City MO}",4.99450604335231e-05,0.00917431192660551,91.8440366972477,1
"47","{ Kansas City MO}","{ Milwaukee WI}",4.99450604335231e-05,0.5,55.3093922651934,1
"48","{ Milwaukee WI}","{ Kansas City MO}",4.99450604335231e-05,0.00552486187845304,55.3093922651934,1
"49","{ Kansas City MO}","{San Antonio TX}",4.99450604335231e-05,0.5,15.3778801843318,1
"50","{San Antonio TX}","{ Kansas City MO}",4.99450604335231e-05,0.00153609831029186,15.3778801843318,1
"51","{ Kansas City MO}","{Chicago IL}",4.99450604335231e-05,0.5,7.12526690391459,1
"52","{Chicago IL}","{ Kansas City MO}",4.99450604335231e-05,0.000711743772241993,7.12526690391459,1
"53","{ Greensboro NC}","{ Charlotte NC}",4.99450604335231e-05,0.5,3337,1
"54","{ Charlotte NC}","{ Greensboro NC}",4.99450604335231e-05,0.333333333333333,3337,1
"55","{ Greensboro NC}","{ Raleigh NC}",4.99450604335231e-05,0.5,2502.75,1
"56","{ Raleigh NC}","{ Greensboro NC}",4.99450604335231e-05,0.25,2502.75,1
"57","{ Greensboro NC}","{ Atlanta GA}",4.99450604335231e-05,0.5,476.714285714286,1
"58","{ Atlanta GA}","{ Greensboro NC}",4.99450604335231e-05,0.0476190476190476,476.714285714286,1
"59","{ Greensboro NC}","{ Chesapeake VA}",4.99450604335231e-05,0.5,588.882352941176,1
"60","{ Chesapeake VA}","{ Greensboro NC}",4.99450604335231e-05,0.0588235294117647,588.882352941176,1
"61","{ Greensboro NC}","{ Norfolk VA}",4.99450604335231e-05,0.5,256.692307692308,1
"62","{ Norfolk VA}","{ Greensboro NC}",4.99450604335231e-05,0.0256410256410256,256.692307692308,1
"63","{ Greensboro NC}","{ WASHINGTON DC}",4.99450604335231e-05,0.5,120.614457831325,1
"64","{ WASHINGTON DC}","{ Greensboro NC}",4.99450604335231e-05,0.0120481927710843,120.614457831325,1
"65","{ Greensboro NC}","{ Boston MA}",4.99450604335231e-05,0.5,63.7643312101911,1
"66","{ Boston MA}","{ Greensboro NC}",4.99450604335231e-05,0.00636942675159236,63.7643312101911,1
"67","{ Greensboro NC}","{Jacksonville FL}",4.99450604335231e-05,0.5,24.6576354679803,1
"68","{Jacksonville FL}","{ Greensboro NC}",4.99450604335231e-05,0.00246305418719212,24.6576354679803,1
"69","{ Greensboro NC}","{ Baltimore MD}",4.99450604335231e-05,0.5,43.3376623376623,1
"70","{ Baltimore MD}","{ Greensboro NC}",4.99450604335231e-05,0.00432900432900433,43.3376623376623,1
"71","{ Greensboro NC}","{ Newark NJ}",4.99450604335231e-05,0.5,18.9243856332703,1
"72","{ Newark NJ}","{ Greensboro NC}",4.99450604335231e-05,0.00189035916824197,18.9243856332703,1
"73","{ Greensboro NC}","{ Jersey City NJ}",4.99450604335231e-05,0.5,16.3846153846154,1
"74","{ Jersey City NJ}","{ Greensboro NC}",4.99450604335231e-05,0.0016366612111293,16.3846153846154,1
"75","{ Greensboro NC}","{Montreal QC}",4.99450604335231e-05,0.5,6.00539892021596,1
"76","{Montreal QC}","{ Greensboro NC}",4.99450604335231e-05,0.000599880023995201,6.00539892021596,1
"77","{ Greensboro NC}","{ New York NY}",4.99450604335231e-05,0.5,7.32333577176298,1
"78","{ New York NY}","{ Greensboro NC}",4.99450604335231e-05,0.000731528895391368,7.32333577176299,1
"79","{ Charlotte NC}","{ Raleigh NC}",9.98901208670463e-05,0.666666666666667,3337,2
"80","{ Raleigh NC}","{ Charlotte NC}",9.98901208670463e-05,0.5,3337,2
"81","{ Charlotte NC}","{ Atlanta GA}",9.98901208670463e-05,0.666666666666667,635.619047619048,2
"82","{ Atlanta GA}","{ Charlotte NC}",9.98901208670463e-05,0.0952380952380952,635.619047619048,2
"83","{ Charlotte NC}","{ Virginia Beach VA}",4.99450604335231e-05,0.333333333333333,392.588235294118,1
"84","{ Virginia Beach VA}","{ Charlotte NC}",4.99450604335231e-05,0.0588235294117647,392.588235294118,1
"85","{ Charlotte NC}","{ Chesapeake VA}",4.99450604335231e-05,0.333333333333333,392.588235294118,1
"86","{ Chesapeake VA}","{ Charlotte NC}",4.99450604335231e-05,0.0588235294117647,392.588235294118,1
"87","{ Charlotte NC}","{ WASHINGTON DC}",4.99450604335231e-05,0.333333333333333,80.4096385542169,1
"88","{ WASHINGTON DC}","{ Charlotte NC}",4.99450604335231e-05,0.0120481927710843,80.4096385542169,1
"89","{ Charlotte NC}","{Jacksonville FL}",9.98901208670463e-05,0.666666666666667,32.8768472906404,2
"90","{Jacksonville FL}","{ Charlotte NC}",9.98901208670463e-05,0.00492610837438424,32.8768472906404,2
"91","{ Charlotte NC}","{ Philadelphia PA}",4.99450604335231e-05,0.333333333333333,20.5353846153846,1
"92","{ Philadelphia PA}","{ Charlotte NC}",4.99450604335231e-05,0.00307692307692308,20.5353846153846,1
"93","{ Charlotte NC}","{ Newark NJ}",4.99450604335231e-05,0.333333333333333,12.6162570888469,1
"94","{ Newark NJ}","{ Charlotte NC}",4.99450604335231e-05,0.00189035916824197,12.6162570888469,1
"95","{ Charlotte NC}","{ Jersey City NJ}",4.99450604335231e-05,0.333333333333333,10.9230769230769,1
"96","{ Jersey City NJ}","{ Charlotte NC}",4.99450604335231e-05,0.0016366612111293,10.9230769230769,1
"97","{ Charlotte NC}","{New York NY}",4.99450604335231e-05,0.333333333333333,1.67100650976465,1
"98","{New York NY}","{ Charlotte NC}",4.99450604335231e-05,0.000250375563345017,1.67100650976465,1
"99","{ Lincoln NE}","{ Omaha NE}",9.98901208670463e-05,0.666666666666667,4449.33333333333,2
"100","{ Omaha NE}","{ Lincoln NE}",9.98901208670463e-05,0.666666666666667,4449.33333333333,2
"101","{ Lincoln NE}","{ Wichita KS}",4.99450604335231e-05,0.333333333333333,1112.33333333333,1
"102","{ Wichita KS}","{ Lincoln NE}",4.99450604335231e-05,0.166666666666667,1112.33333333333,1
"103","{ Lincoln NE}","{ Tulsa OK}",4.99450604335231e-05,0.333333333333333,606.727272727273,1
"104","{ Tulsa OK}","{ Lincoln NE}",4.99450604335231e-05,0.0909090909090909,606.727272727273,1
"105","{ Lincoln NE}","{ Saint Paul MN}",9.98901208670463e-05,0.666666666666667,1026.76923076923,2
"106","{ Saint Paul MN}","{ Lincoln NE}",9.98901208670463e-05,0.153846153846154,1026.76923076923,2
"107","{ Lincoln NE}","{ Oklahoma City OK}",4.99450604335231e-05,0.333333333333333,190.685714285714,1
"108","{ Oklahoma City OK}","{ Lincoln NE}",4.99450604335231e-05,0.0285714285714286,190.685714285714,1
"109","{ Lincoln NE}","{ Madison WI}",9.98901208670463e-05,0.666666666666667,116.069565217391,2
"110","{ Madison WI}","{ Lincoln NE}",9.98901208670463e-05,0.0173913043478261,116.069565217391,2
"111","{ Lincoln NE}","{ Fort Worth TX}",4.99450604335231e-05,0.333333333333333,61.2293577981651,1
"112","{ Fort Worth TX}","{ Lincoln NE}",4.99450604335231e-05,0.00917431192660551,61.2293577981651,1
"113","{ Lincoln NE}","{ Milwaukee WI}",4.99450604335231e-05,0.333333333333333,36.8729281767956,1
"114","{ Milwaukee WI}","{ Lincoln NE}",4.99450604335231e-05,0.00552486187845304,36.8729281767956,1
"115","{ Lincoln NE}","{San Antonio TX}",4.99450604335231e-05,0.333333333333333,10.2519201228879,1
"116","{San Antonio TX}","{ Lincoln NE}",4.99450604335231e-05,0.00153609831029186,10.2519201228879,1
"117","{ Lincoln NE}","{Chicago IL}",9.98901208670463e-05,0.666666666666667,9.50035587188612,2
"118","{Chicago IL}","{ Lincoln NE}",9.98901208670463e-05,0.00142348754448399,9.50035587188612,2
"119","{ San Jose CA}","{ Fresno CA}",0.000149835181300569,1,1001.1,3
"120","{ Fresno CA}","{ San Jose CA}",0.000149835181300569,0.15,1001.1,3
"121","{ San Jose CA}","{ Bakersfield CA}",0.000149835181300569,1,513.384615384615,3
"122","{ Bakersfield CA}","{ San Jose CA}",0.000149835181300569,0.0769230769230769,513.384615384615,3
"123","{ San Jose CA}","{ Sacramento CA}",4.99450604335231e-05,0.333333333333333,208.5625,1
"124","{ Sacramento CA}","{ San Jose CA}",4.99450604335231e-05,0.03125,208.5625,1
"125","{ San Jose CA}","{ Stockton CA}",9.98901208670463e-05,0.666666666666667,360.756756756757,2
"126","{ Stockton CA}","{ San Jose CA}",9.98901208670463e-05,0.0540540540540541,360.756756756757,2
"127","{ San Jose CA}","{ San Francisco CA}",0.000149835181300569,1,455.045454545455,3
"128","{ San Francisco CA}","{ San Jose CA}",0.000149835181300569,0.0681818181818182,455.045454545455,3
"129","{ San Jose CA}","{Los Angeles CA}",0.000149835181300569,1,10.0866498740554,3
"130","{Los Angeles CA}","{ San Jose CA}",0.000149835181300569,0.00151133501259446,10.0866498740554,3
"131","{ Omaha NE}","{ Minneapolis MN}",4.99450604335231e-05,0.333333333333333,556.166666666667,1
"132","{ Minneapolis MN}","{ Omaha NE}",4.99450604335231e-05,0.0833333333333333,556.166666666667,1
"133","{ Omaha NE}","{ Saint Paul MN}",0.000149835181300569,1,1540.15384615385,3
"134","{ Saint Paul MN}","{ Omaha NE}",0.000149835181300569,0.230769230769231,1540.15384615385,3
"135","{ Omaha NE}","{ Madison WI}",0.000149835181300569,1,174.104347826087,3
"136","{ Madison WI}","{ Omaha NE}",0.000149835181300569,0.0260869565217391,174.104347826087,3
"137","{ Omaha NE}","{ Milwaukee WI}",9.98901208670463e-05,0.666666666666667,73.7458563535912,2
"138","{ Milwaukee WI}","{ Omaha NE}",9.98901208670463e-05,0.0110497237569061,73.7458563535912,2
"139","{ Omaha NE}","{Chicago IL}",0.000149835181300569,1,14.2505338078292,3
"140","{Chicago IL}","{ Omaha NE}",0.000149835181300569,0.00213523131672598,14.2505338078292,3
"141","{ Wichita KS}","{ Tulsa OK}",4.99450604335231e-05,0.166666666666667,303.363636363636,1
"142","{ Tulsa OK}","{ Wichita KS}",4.99450604335231e-05,0.0909090909090909,303.363636363636,1
"143","{ Wichita KS}","{ Oklahoma City OK}",0.000299670362601139,1,572.057142857143,6
"144","{ Oklahoma City OK}","{ Wichita KS}",0.000299670362601139,0.171428571428571,572.057142857143,6
"145","{ Wichita KS}","{ Plano TX}",9.98901208670463e-05,0.333333333333333,71.7634408602151,2
"146","{ Plano TX}","{ Wichita KS}",9.98901208670463e-05,0.021505376344086,71.7634408602151,2
"147","{ Wichita KS}","{ Fort Worth TX}",9.98901208670463e-05,0.333333333333333,61.2293577981651,2
"148","{ Fort Worth TX}","{ Wichita KS}",9.98901208670463e-05,0.018348623853211,61.2293577981651,2
"149","{ Wichita KS}","{Dallas TX}",0.000249725302167616,0.833333333333333,28.0420168067227,5
"150","{Dallas TX}","{ Wichita KS}",0.000249725302167616,0.00840336134453781,28.0420168067227,5
"151","{ Wichita KS}","{San Antonio TX}",4.99450604335231e-05,0.166666666666667,5.12596006144393,1
"152","{San Antonio TX}","{ Wichita KS}",4.99450604335231e-05,0.00153609831029186,5.12596006144393,1
"153","{ Halifax NS}","{ Quebec QC}",0.000349615423034662,1,230.137931034483,7
"154","{ Quebec QC}","{ Halifax NS}",0.000349615423034662,0.0804597701149425,230.137931034483,7
"155","{ Halifax NS}","{ Boston MA}",9.98901208670463e-05,0.285714285714286,36.4367606915378,2
"156","{ Boston MA}","{ Halifax NS}",9.98901208670463e-05,0.0127388535031847,36.4367606915378,2
"157","{ Halifax NS}","{ Newark NJ}",4.99450604335231e-05,0.142857142857143,5.40696732379152,1
"158","{ Newark NJ}","{ Halifax NS}",4.99450604335231e-05,0.00189035916824197,5.40696732379152,1
"159","{ Halifax NS}","{Montreal QC}",0.000349615423034662,1,12.0107978404319,7
"160","{Montreal QC}","{ Halifax NS}",0.000349615423034662,0.00419916016796641,12.0107978404319,7
"161","{ Halifax NS}","{ New York NY}",4.99450604335231e-05,0.142857142857143,2.09238164907514,1
"162","{ New York NY}","{ Halifax NS}",4.99450604335231e-05,0.000731528895391368,2.09238164907514,1
"163","{ Birmingham AL}","{ Nashville TN}",9.98901208670463e-05,0.285714285714286,715.071428571429,2
"164","{ Nashville TN}","{ Birmingham AL}",9.98901208670463e-05,0.25,715.071428571429,2
"165","{ Birmingham AL}","{ Atlanta GA}",0.000299670362601139,0.857142857142857,817.224489795918,6
"166","{ Atlanta GA}","{ Birmingham AL}",0.000299670362601139,0.285714285714286,817.224489795918,6
"167","{ Birmingham AL}","{ Columbus OH}",4.99450604335231e-05,0.142857142857143,114.411428571429,1
"168","{ Columbus OH}","{ Birmingham AL}",4.99450604335231e-05,0.04,114.411428571429,1
"169","{ Birmingham AL}","{ Tampa FL}",4.99450604335231e-05,0.142857142857143,60.8571428571429,1
"170","{ Tampa FL}","{ Birmingham AL}",4.99450604335231e-05,0.0212765957446809,60.8571428571429,1
"171","{ Birmingham AL}","{ Lexington KY}",9.98901208670463e-05,0.285714285714286,100.360902255639,2
"172","{ Lexington KY}","{ Birmingham AL}",9.98901208670463e-05,0.0350877192982456,100.360902255639,2
"173","{ Birmingham AL}","{ Indianapolis IN}",4.99450604335231e-05,0.142857142857143,39.1819960861057,1
"174","{ Indianapolis IN}","{ Birmingham AL}",4.99450604335231e-05,0.0136986301369863,39.1819960861057,1
"175","{ Birmingham AL}","{ Madison WI}",4.99450604335231e-05,0.142857142857143,24.872049689441,1
"176","{ Madison WI}","{ Birmingham AL}",4.99450604335231e-05,0.00869565217391304,24.872049689441,1
"177","{ Birmingham AL}","{ Milwaukee WI}",4.99450604335231e-05,0.142857142857143,15.802683504341,1
"178","{ Milwaukee WI}","{ Birmingham AL}",4.99450604335231e-05,0.00552486187845304,15.802683504341,1
"179","{ Birmingham AL}","{Jacksonville FL}",0.000299670362601139,0.857142857142857,42.2702322308234,6
"180","{Jacksonville FL}","{ Birmingham AL}",0.000299670362601139,0.0147783251231527,42.2702322308234,6
"181","{ Birmingham AL}","{Chicago IL}",4.99450604335231e-05,0.142857142857143,2.0357905439756,1
"182","{Chicago IL}","{ Birmingham AL}",4.99450604335231e-05,0.000711743772241993,2.0357905439756,1
"183","{ Raleigh NC}","{ Atlanta GA}",4.99450604335231e-05,0.25,238.357142857143,1
"184","{ Atlanta GA}","{ Raleigh NC}",4.99450604335231e-05,0.0476190476190476,238.357142857143,1
"185","{ Raleigh NC}","{ Virginia Beach VA}",4.99450604335231e-05,0.25,294.441176470588,1
"186","{ Virginia Beach VA}","{ Raleigh NC}",4.99450604335231e-05,0.0588235294117647,294.441176470588,1
"187","{ Raleigh NC}","{ Chesapeake VA}",0.000149835181300569,0.75,883.323529411765,3
"188","{ Chesapeake VA}","{ Raleigh NC}",0.000149835181300569,0.176470588235294,883.323529411765,3
"189","{ Raleigh NC}","{ Norfolk VA}",9.98901208670463e-05,0.5,256.692307692308,2
"190","{ Norfolk VA}","{ Raleigh NC}",9.98901208670463e-05,0.0512820512820513,256.692307692308,2
"191","{ Raleigh NC}","{ WASHINGTON DC}",0.000149835181300569,0.75,180.921686746988,3
"192","{ WASHINGTON DC}","{ Raleigh NC}",0.000149835181300569,0.036144578313253,180.921686746988,3
"193","{ Raleigh NC}","{ Boston MA}",4.99450604335231e-05,0.25,31.8821656050955,1
"194","{ Boston MA}","{ Raleigh NC}",4.99450604335231e-05,0.00636942675159236,31.8821656050955,1
"195","{ Raleigh NC}","{Jacksonville FL}",4.99450604335231e-05,0.25,12.3288177339901,1
"196","{Jacksonville FL}","{ Raleigh NC}",4.99450604335231e-05,0.00246305418719212,12.3288177339901,1
"197","{ Raleigh NC}","{ Baltimore MD}",9.98901208670463e-05,0.5,43.3376623376623,2
"198","{ Baltimore MD}","{ Raleigh NC}",9.98901208670463e-05,0.00865800865800866,43.3376623376623,2
"199","{ Raleigh NC}","{ Philadelphia PA}",4.99450604335231e-05,0.25,15.4015384615385,1
"200","{ Philadelphia PA}","{ Raleigh NC}",4.99450604335231e-05,0.00307692307692308,15.4015384615385,1
"201","{ Raleigh NC}","{ Newark NJ}",9.98901208670463e-05,0.5,18.9243856332703,2
"202","{ Newark NJ}","{ Raleigh NC}",9.98901208670463e-05,0.00378071833648393,18.9243856332703,2
"203","{ Raleigh NC}","{ Jersey City NJ}",0.000149835181300569,0.75,24.5769230769231,3
"204","{ Jersey City NJ}","{ Raleigh NC}",0.000149835181300569,0.00490998363338789,24.5769230769231,3
"205","{ Raleigh NC}","{Montreal QC}",4.99450604335231e-05,0.25,3.00269946010798,1
"206","{Montreal QC}","{ Raleigh NC}",4.99450604335231e-05,0.000599880023995201,3.00269946010798,1
"207","{ Raleigh NC}","{ New York NY}",4.99450604335231e-05,0.25,3.66166788588149,1
"208","{ New York NY}","{ Raleigh NC}",4.99450604335231e-05,0.000731528895391368,3.66166788588149,1
"209","{ Raleigh NC}","{New York NY}",9.98901208670463e-05,0.5,2.50650976464697,2
"210","{New York NY}","{ Raleigh NC}",9.98901208670463e-05,0.000500751126690035,2.50650976464697,2
"211","{ Nashville TN}","{ Atlanta GA}",0.000199780241734093,0.5,476.714285714286,4
"212","{ Atlanta GA}","{ Nashville TN}",0.000199780241734093,0.19047619047619,476.714285714286,4
"213","{ Nashville TN}","{ Columbus OH}",4.99450604335231e-05,0.125,100.11,1
"214","{ Columbus OH}","{ Nashville TN}",4.99450604335231e-05,0.04,100.11,1
"215","{ Nashville TN}","{ Tampa FL}",4.99450604335231e-05,0.125,53.25,1
"216","{ Tampa FL}","{ Nashville TN}",4.99450604335231e-05,0.0212765957446809,53.25,1
"217","{ Nashville TN}","{ Louisville KY}",0.000149835181300569,0.375,141.665094339623,3
"218","{ Louisville KY}","{ Nashville TN}",0.000149835181300569,0.0566037735849057,141.665094339623,3
"219","{ Nashville TN}","{ Lexington KY}",0.000249725302167616,0.625,219.539473684211,5
"220","{ Lexington KY}","{ Nashville TN}",0.000249725302167616,0.087719298245614,219.539473684211,5
"221","{ Nashville TN}","{ Indianapolis IN}",9.98901208670463e-05,0.25,68.5684931506849,2
"222","{ Indianapolis IN}","{ Nashville TN}",9.98901208670463e-05,0.0273972602739726,68.5684931506849,2
"223","{ Nashville TN}","{ Madison WI}",4.99450604335231e-05,0.125,21.7630434782609,1
"224","{ Madison WI}","{ Nashville TN}",4.99450604335231e-05,0.00869565217391304,21.7630434782609,1
"225","{ Nashville TN}","{ Cincinnati OH}",0.000199780241734093,0.5,80.7338709677419,4
"226","{ Cincinnati OH}","{ Nashville TN}",0.000199780241734093,0.032258064516129,80.7338709677419,4
"227","{ Nashville TN}","{ Milwaukee WI}",4.99450604335231e-05,0.125,13.8273480662983,1
"228","{ Milwaukee WI}","{ Nashville TN}",4.99450604335231e-05,0.00552486187845304,13.8273480662983,1
"229","{ Nashville TN}","{Indianapolis IN}",0.000149835181300569,0.375,18.9602272727273,3
"230","{Indianapolis IN}","{ Nashville TN}",0.000149835181300569,0.00757575757575758,18.9602272727273,3
"231","{ Nashville TN}","{Jacksonville FL}",0.000149835181300569,0.375,18.4932266009852,3
"232","{Jacksonville FL}","{ Nashville TN}",0.000149835181300569,0.00738916256157635,18.4932266009852,3
"233","{ Nashville TN}","{Chicago IL}",9.98901208670463e-05,0.25,3.5626334519573,2
"234","{Chicago IL}","{ Nashville TN}",9.98901208670463e-05,0.00142348754448399,3.5626334519573,2
"235","{ Tulsa OK}","{ Oklahoma City OK}",0.000549395664768754,1,572.057142857143,11
"236","{ Oklahoma City OK}","{ Tulsa OK}",0.000549395664768754,0.314285714285714,572.057142857143,11
"237","{ Tulsa OK}","{ Dallas TX}",4.99450604335231e-05,0.0909090909090909,29.3577712609971,1
"238","{ Dallas TX}","{ Tulsa OK}",4.99450604335231e-05,0.0161290322580645,29.3577712609971,1
"239","{ Tulsa OK}","{ Plano TX}",0.000199780241734093,0.363636363636364,78.2873900293255,4
"240","{ Plano TX}","{ Tulsa OK}",0.000199780241734093,0.043010752688172,78.2873900293255,4
"241","{ Tulsa OK}","{ Corpus Christi TX}",9.98901208670463e-05,0.181818181818182,33.3978315262719,2
"242","{ Corpus Christi TX}","{ Tulsa OK}",9.98901208670463e-05,0.018348623853211,33.3978315262719,2
"243","{ Tulsa OK}","{ Fort Worth TX}",9.98901208670463e-05,0.181818181818182,33.3978315262719,2
"244","{ Fort Worth TX}","{ Tulsa OK}",9.98901208670463e-05,0.018348623853211,33.3978315262719,2
"245","{ Tulsa OK}","{ Arlington TX}",0.000199780241734093,0.363636363636364,64.4312148028962,4
"246","{ Arlington TX}","{ Tulsa OK}",0.000199780241734093,0.0353982300884956,64.4312148028962,4
"247","{ Tulsa OK}","{ Austin TX}",4.99450604335231e-05,0.0909090909090909,7.64782276546982,1
"248","{ Austin TX}","{ Tulsa OK}",4.99450604335231e-05,0.00420168067226891,7.64782276546982,1
"249","{ Tulsa OK}","{ Houston TX}",4.99450604335231e-05,0.0909090909090909,4.33376623376623,1
"250","{ Houston TX}","{ Tulsa OK}",4.99450604335231e-05,0.00238095238095238,4.33376623376623,1
"251","{ Tulsa OK}","{Dallas TX}",0.000349615423034662,0.636363636363636,21.4139037433155,7
"252","{Dallas TX}","{ Tulsa OK}",0.000349615423034662,0.0117647058823529,21.4139037433155,7
"253","{ Tulsa OK}","{San Antonio TX}",9.98901208670463e-05,0.181818181818182,5.59195643066611,2
"254","{San Antonio TX}","{ Tulsa OK}",9.98901208670463e-05,0.00307219662058372,5.59195643066611,2
"255","{ Tulsa OK}","{Houston TX}",9.98901208670463e-05,0.181818181818182,3.73753966772447,2
"256","{Houston TX}","{ Tulsa OK}",9.98901208670463e-05,0.00205338809034908,3.73753966772447,2
"257","{ Minneapolis MN}","{ Saint Paul MN}",0.000349615423034662,0.583333333333333,898.423076923077,7
"258","{ Saint Paul MN}","{ Minneapolis MN}",0.000349615423034662,0.538461538461538,898.423076923077,7
"259","{ Minneapolis MN}","{ Madison WI}",0.000599340725202278,1,174.104347826087,12
"260","{ Madison WI}","{ Minneapolis MN}",0.000599340725202278,0.104347826086957,174.104347826087,12
"261","{ Minneapolis MN}","{ Milwaukee WI}",0.000299670362601139,0.5,55.3093922651934,6
"262","{ Milwaukee WI}","{ Minneapolis MN}",0.000299670362601139,0.0331491712707182,55.3093922651934,6
"263","{ Minneapolis MN}","{Chicago IL}",0.000599340725202278,1,14.2505338078292,12
"264","{Chicago IL}","{ Minneapolis MN}",0.000599340725202278,0.00854092526690392,14.2505338078292,12
"265","{ Saint Paul MN}","{ Madison WI}",0.000649285785635801,1,174.104347826087,13
"266","{ Madison WI}","{ Saint Paul MN}",0.000649285785635801,0.11304347826087,174.104347826087,13
"267","{ Saint Paul MN}","{ Milwaukee WI}",0.000299670362601139,0.461538461538462,51.0548236294093,6
"268","{ Milwaukee WI}","{ Saint Paul MN}",0.000299670362601139,0.0331491712707182,51.0548236294093,6
"269","{ Saint Paul MN}","{Chicago IL}",0.000649285785635801,1,14.2505338078292,13
"270","{Chicago IL}","{ Saint Paul MN}",0.000649285785635801,0.00925266903914591,14.2505338078292,13
"271","{ Tucson AZ}","{ Chandler AZ}",0.000149835181300569,0.166666666666667,60.6727272727273,3
"272","{ Chandler AZ}","{ Tucson AZ}",0.000149835181300569,0.0545454545454545,60.6727272727273,3
